id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt
LOAN_00004801,MEM_0004801,30301,17448, 60 months,15.86,1037.40885439463,A,3 years,RENT,155358,Verified,2016-01-21,Fully Paid,medical,10.16,3,762,767,25,2,45809,70.0,30,5170
LOAN_00004802,MEM_0004802,27460,38696, 36 months,14.46,716.8829423166571,C,10+ years,MORTGAGE,122969,Source Verified,2015-12-04,Fully Paid,home_improvement,24.89,4,761,766,2,0,32361,95.4,47,20199
LOAN_00004803,MEM_0004803,32918,5710, 60 months,13.86,168.79140567597534,D,10+ years,MORTGAGE,132723,Verified,2017-04-06,Fully Paid,other,22.41,4,812,817,14,1,44142,22.8,15,9192
LOAN_00004804,MEM_0004804,29747,39892, 60 months,14.97,76.07568285922174,B,5 years,MORTGAGE,72957,Not Verified,2015-02-09,Fully Paid,medical,0.97,1,699,704,2,1,36078,21.8,34,20902
LOAN_00004805,MEM_0004805,16972,16583, 36 months,13.69,525.4213722783659,C,10+ years,RENT,36859,Source Verified,2016-04-12,Current,other,24.89,4,666,671,27,2,22266,53.4,21,45566
LOAN_00004806,MEM_0004806,29310,18184, 60 months,15.83,267.82469283530224,A,1 year,MORTGAGE,56136,Not Verified,2016-04-04,Current,home_improvement,18.05,0,797,802,18,2,42173,48.4,31,43771
LOAN_00004807,MEM_0004807,23927,25853, 60 months,25.76,1363.9758565926936,B,2 years,MORTGAGE,199587,Not Verified,2015-09-26,Charged Off,credit_card,34.13,3,635,640,23,2,5100,65.8,40,47325
LOAN_00004808,MEM_0004808,2094,7109, 36 months,17.66,304.95737162314106,B,2 years,RENT,124575,Source Verified,2016-03-08,Current,other,26.21,4,706,711,23,0,31697,68.6,12,40824
LOAN_00004809,MEM_0004809,39892,7659, 36 months,19.45,621.7099353167708,C,10+ years,MORTGAGE,46568,Not Verified,2015-02-14,Fully Paid,other,21.87,2,726,731,24,1,4815,5.6,23,44293
LOAN_00004810,MEM_0004810,35172,2238, 36 months,16.95,1082.512392503648,A,< 1 year,RENT,182454,Not Verified,2018-04-22,Late (31-120 days),debt_consolidation,35.82,2,829,834,13,0,1985,59.4,8,13926
LOAN_00004811,MEM_0004811,24324,16064, 36 months,17.86,1232.3614070232884,C,3 years,MORTGAGE,84199,Source Verified,2017-10-30,Current,medical,26.55,1,837,842,28,1,39869,68.4,10,19304
LOAN_00004812,MEM_0004812,21674,32115, 36 months,16.57,742.6840721082898,B,10+ years,RENT,134358,Source Verified,2015-12-13,Fully Paid,car,10.02,2,708,713,4,0,7561,40.6,9,14203
LOAN_00004813,MEM_0004813,4982,32952, 60 months,5.54,312.64576393216856,D,10+ years,MORTGAGE,134530,Source Verified,2015-09-10,Fully Paid,medical,18.7,1,761,766,14,0,37349,89.3,10,31441
LOAN_00004814,MEM_0004814,16790,6620, 60 months,24.99,442.79807418498694,D,1 year,RENT,135622,Verified,2017-01-20,Fully Paid,credit_card,26.9,4,733,738,22,0,35659,45.9,26,19713
LOAN_00004815,MEM_0004815,13205,35254, 60 months,5.67,657.5042490796634,A,10+ years,RENT,158763,Not Verified,2018-12-27,Fully Paid,major_purchase,32.83,2,770,775,20,2,6589,77.5,17,13735
LOAN_00004816,MEM_0004816,25338,38449, 60 months,20.9,578.6621545220953,F,5 years,RENT,145337,Not Verified,2018-08-25,Current,major_purchase,11.33,0,646,651,24,1,16299,9.7,46,39619
LOAN_00004817,MEM_0004817,13748,5470, 60 months,7.1,555.5754978960019,D,1 year,OWN,174235,Verified,2015-03-18,Charged Off,other,29.06,1,730,735,29,1,19277,94.2,38,13282
LOAN_00004818,MEM_0004818,22097,23003, 36 months,6.94,241.1880125471632,D,10+ years,OWN,62711,Not Verified,2017-02-07,Fully Paid,major_purchase,27.31,2,730,735,19,0,38719,48.5,17,2397
LOAN_00004819,MEM_0004819,4092,28571, 36 months,20.87,1374.2998656478771,C,10+ years,RENT,63443,Source Verified,2018-08-04,Fully Paid,credit_card,5.89,3,763,768,29,0,17280,18.9,46,21575
LOAN_00004820,MEM_0004820,23692,25668, 36 months,13.52,93.14707930568682,B,3 years,RENT,177398,Source Verified,2016-06-07,Fully Paid,car,6.12,0,651,656,19,1,38345,10.7,24,17225
LOAN_00004821,MEM_0004821,24862,12723, 36 months,26.02,688.0030854198393,F,2 years,OWN,42150,Not Verified,2017-12-31,Charged Off,other,20.07,0,682,687,26,0,37709,49.7,39,23636
LOAN_00004822,MEM_0004822,25860,32040, 60 months,10.46,1471.4661641294756,A,5 years,MORTGAGE,47026,Not Verified,2018-06-30,Fully Paid,debt_consolidation,16.45,1,807,812,4,1,11697,19.2,49,27310
LOAN_00004823,MEM_0004823,14971,33046, 36 months,10.13,1006.599711294948,D,< 1 year,MORTGAGE,83644,Not Verified,2015-04-10,Fully Paid,major_purchase,5.34,2,801,806,7,2,42772,23.8,5,48519
LOAN_00004824,MEM_0004824,15616,6441, 36 months,10.02,565.3454624129707,C,3 years,MORTGAGE,123145,Source Verified,2018-05-01,Fully Paid,major_purchase,3.51,3,760,765,24,1,13962,5.0,30,29190
LOAN_00004825,MEM_0004825,5933,12719, 60 months,17.32,261.84149745709635,E,1 year,OWN,158175,Not Verified,2015-04-09,Charged Off,other,35.91,2,728,733,28,1,22737,92.5,42,40932
LOAN_00004826,MEM_0004826,5926,6397, 60 months,21.3,1447.6152781863534,C,3 years,MORTGAGE,126879,Not Verified,2018-09-17,Charged Off,medical,7.66,2,671,676,22,0,19497,39.6,45,31460
LOAN_00004827,MEM_0004827,26763,35389, 36 months,14.05,70.2802247160671,C,< 1 year,MORTGAGE,113518,Source Verified,2015-08-10,Fully Paid,credit_card,14.7,2,820,825,4,2,35122,80.4,34,34689
LOAN_00004828,MEM_0004828,4969,18945, 60 months,15.58,1038.011977389058,D,1 year,RENT,154912,Source Verified,2018-08-31,Fully Paid,other,18.65,1,643,648,2,0,36848,79.9,22,20058
LOAN_00004829,MEM_0004829,36733,23233, 60 months,24.47,1326.1993335957245,A,5 years,MORTGAGE,72625,Source Verified,2015-02-10,Charged Off,credit_card,3.32,1,761,766,21,1,15932,75.5,36,10864
LOAN_00004830,MEM_0004830,5319,18800, 36 months,7.34,86.4827103350512,A,1 year,MORTGAGE,101612,Not Verified,2015-04-09,Fully Paid,home_improvement,5.53,1,764,769,26,2,48673,81.0,29,7001
LOAN_00004831,MEM_0004831,21323,5190, 60 months,14.73,1101.5035529312267,B,1 year,MORTGAGE,97514,Not Verified,2018-11-13,Charged Off,medical,21.02,2,718,723,24,2,15713,2.4,43,43128
LOAN_00004832,MEM_0004832,17428,38822, 36 months,13.17,1498.3147538193655,A,< 1 year,MORTGAGE,61888,Verified,2015-08-26,Current,home_improvement,27.98,2,738,743,21,2,35232,71.3,40,38293
LOAN_00004833,MEM_0004833,35578,2130, 60 months,6.96,977.4815794313566,A,1 year,OWN,161850,Verified,2017-05-03,Fully Paid,home_improvement,33.78,3,650,655,14,2,29816,79.5,14,33764
LOAN_00004834,MEM_0004834,21950,15071, 60 months,13.36,651.2844743729282,D,3 years,OWN,102964,Source Verified,2017-06-28,Late (31-120 days),debt_consolidation,34.5,0,610,615,24,1,41719,38.5,8,17611
LOAN_00004835,MEM_0004835,19293,20981, 60 months,5.57,1317.8810430666088,D,2 years,MORTGAGE,159861,Source Verified,2017-02-17,Current,major_purchase,21.8,0,831,836,29,2,3237,51.5,11,11185
LOAN_00004836,MEM_0004836,7364,3118, 60 months,27.54,853.559907312811,F,< 1 year,RENT,98418,Source Verified,2015-09-11,Fully Paid,credit_card,11.47,2,713,718,29,0,28982,81.9,40,39027
LOAN_00004837,MEM_0004837,36349,1663, 36 months,20.16,1136.6892278454131,C,< 1 year,OWN,123974,Not Verified,2018-01-25,Default,home_improvement,23.18,0,622,627,21,2,12876,92.4,14,18543
LOAN_00004838,MEM_0004838,1691,16735, 60 months,21.3,902.2795381368321,B,< 1 year,MORTGAGE,137103,Verified,2016-06-01,Current,car,24.92,2,763,768,22,1,47304,41.9,41,42778
LOAN_00004839,MEM_0004839,31062,20158, 36 months,15.43,105.52208410752644,E,3 years,MORTGAGE,182963,Source Verified,2017-08-29,Current,medical,11.48,4,651,656,7,0,32741,33.2,8,10346
LOAN_00004840,MEM_0004840,1931,32087, 36 months,16.99,359.06023289775396,E,3 years,OWN,194830,Not Verified,2018-12-08,Fully Paid,credit_card,26.69,0,708,713,25,0,44707,19.4,10,46769
LOAN_00004841,MEM_0004841,32730,23578, 60 months,19.02,164.20718228078692,D,3 years,MORTGAGE,49106,Not Verified,2015-11-10,Fully Paid,major_purchase,6.97,1,788,793,28,0,47259,22.7,24,12396
LOAN_00004842,MEM_0004842,15226,20874, 60 months,23.16,204.69725545567331,B,10+ years,RENT,154591,Not Verified,2016-02-25,Fully Paid,credit_card,11.83,1,699,704,4,2,31847,31.8,12,3246
LOAN_00004843,MEM_0004843,14861,18907, 36 months,9.84,72.33796570270437,E,3 years,MORTGAGE,41604,Not Verified,2018-11-24,Fully Paid,debt_consolidation,37.2,1,631,636,23,0,13101,2.8,33,45480
LOAN_00004844,MEM_0004844,32301,23787, 60 months,11.62,660.6892195705218,B,1 year,MORTGAGE,82220,Not Verified,2018-11-05,Fully Paid,major_purchase,20.4,4,838,843,12,2,47160,83.1,39,49025
LOAN_00004845,MEM_0004845,23766,22705, 60 months,19.18,309.0448660435394,A,< 1 year,MORTGAGE,129414,Verified,2018-07-14,Charged Off,other,6.02,1,672,677,23,1,38925,86.8,21,4399
LOAN_00004846,MEM_0004846,37174,4845, 36 months,24.17,1290.759954716259,D,10+ years,RENT,52831,Not Verified,2015-01-20,Charged Off,major_purchase,26.74,4,651,656,3,0,12832,10.6,22,13990
LOAN_00004847,MEM_0004847,18695,17482, 60 months,24.62,1137.5544294339575,C,< 1 year,OWN,115982,Source Verified,2016-09-08,Fully Paid,credit_card,9.19,2,699,704,11,2,18477,82.5,21,13214
LOAN_00004848,MEM_0004848,4121,36056, 36 months,17.76,881.1066424824692,B,5 years,RENT,51440,Source Verified,2017-05-11,Fully Paid,car,1.39,3,820,825,19,1,46037,61.9,45,3135
LOAN_00004849,MEM_0004849,19257,27090, 60 months,8.87,759.0809507580734,D,2 years,MORTGAGE,184228,Source Verified,2018-09-17,Charged Off,medical,34.88,4,701,706,18,0,26358,29.1,17,1864
LOAN_00004850,MEM_0004850,29164,21681, 60 months,7.38,421.00952883516493,D,1 year,RENT,35322,Source Verified,2015-07-26,Fully Paid,home_improvement,17.38,1,738,743,20,2,15260,17.6,24,35376
LOAN_00004851,MEM_0004851,26491,33252, 60 months,26.92,738.6796255187289,E,2 years,MORTGAGE,162352,Source Verified,2018-09-18,Charged Off,car,31.09,1,635,640,29,0,45583,85.2,25,6376
LOAN_00004852,MEM_0004852,24165,8796, 60 months,13.68,979.7824500033956,B,1 year,RENT,43958,Not Verified,2017-12-01,Fully Paid,home_improvement,34.18,4,652,657,6,2,28910,85.4,19,43032
LOAN_00004853,MEM_0004853,4748,8263, 60 months,11.9,1184.2318472795243,A,1 year,MORTGAGE,115224,Verified,2016-07-06,Fully Paid,car,22.94,0,603,608,6,0,22175,50.4,41,41004
LOAN_00004854,MEM_0004854,34045,13777, 60 months,23.68,168.43899607641043,C,1 year,RENT,94076,Source Verified,2018-06-29,Fully Paid,other,3.88,1,761,766,3,2,43239,95.2,9,40764
LOAN_00004855,MEM_0004855,27553,21343, 36 months,7.09,1077.2737986810475,E,< 1 year,MORTGAGE,42661,Verified,2018-05-25,Fully Paid,home_improvement,12.81,0,770,775,16,0,13769,58.2,13,38113
LOAN_00004856,MEM_0004856,31497,15862, 36 months,19.59,1126.9583213038636,B,2 years,MORTGAGE,142413,Not Verified,2018-12-06,Fully Paid,credit_card,10.12,0,652,657,2,1,38436,47.3,26,41628
LOAN_00004857,MEM_0004857,32308,38649, 60 months,17.51,860.5096913410418,C,2 years,OWN,110993,Verified,2015-10-08,Fully Paid,medical,24.17,3,657,662,16,2,38111,18.5,19,40082
LOAN_00004858,MEM_0004858,11374,16691, 60 months,6.75,360.7628337696418,B,3 years,RENT,178066,Not Verified,2017-05-07,Current,credit_card,16.43,3,793,798,16,2,38301,15.9,45,37252
LOAN_00004859,MEM_0004859,5675,26028, 36 months,11.77,831.8176518767038,A,2 years,RENT,132565,Not Verified,2015-08-03,Fully Paid,car,16.49,3,780,785,27,1,25969,22.4,25,30793
LOAN_00004860,MEM_0004860,2170,32066, 36 months,8.0,778.9220786322,E,3 years,MORTGAGE,36301,Source Verified,2017-11-13,Fully Paid,home_improvement,26.18,2,684,689,3,2,40952,90.8,45,14552
LOAN_00004861,MEM_0004861,13450,34181, 36 months,17.09,739.7796397608545,A,5 years,MORTGAGE,33687,Source Verified,2018-06-19,Fully Paid,home_improvement,1.27,4,789,794,25,2,46309,23.5,34,37541
LOAN_00004862,MEM_0004862,11680,18934, 60 months,14.54,717.9278774274169,D,3 years,MORTGAGE,137791,Source Verified,2015-08-30,Fully Paid,car,5.29,0,689,694,5,2,8221,90.7,35,36654
LOAN_00004863,MEM_0004863,11068,21910, 60 months,5.09,210.69707112270362,B,10+ years,MORTGAGE,130634,Source Verified,2016-08-01,Charged Off,home_improvement,35.54,1,663,668,23,0,15960,75.7,35,35468
LOAN_00004864,MEM_0004864,36230,8141, 60 months,24.51,315.19410304317887,B,1 year,MORTGAGE,65427,Verified,2015-08-22,Charged Off,medical,33.45,2,780,785,7,1,41744,51.6,17,12072
LOAN_00004865,MEM_0004865,27206,17225, 36 months,16.990000000000002,191.13152825444638,F,< 1 year,OWN,175792,Verified,2015-08-06,Fully Paid,car,37.64,3,737,742,28,0,16619,38.7,10,22900
LOAN_00004866,MEM_0004866,1287,35714, 36 months,10.16,401.5928501185774,D,10+ years,MORTGAGE,149285,Not Verified,2017-10-16,Fully Paid,debt_consolidation,8.39,4,784,789,11,2,2636,20.5,21,11393
LOAN_00004867,MEM_0004867,23337,22587, 60 months,9.45,432.0413349594758,D,1 year,OWN,150480,Verified,2016-02-11,Fully Paid,home_improvement,13.64,2,802,807,7,2,12662,64.5,29,432
LOAN_00004868,MEM_0004868,21666,33959, 36 months,8.18,405.3599991649158,D,5 years,MORTGAGE,58259,Not Verified,2018-06-01,Fully Paid,home_improvement,4.47,1,664,669,28,1,18986,97.3,17,12490
LOAN_00004869,MEM_0004869,2161,15175, 60 months,24.98,355.84714886912496,B,10+ years,MORTGAGE,70334,Not Verified,2016-02-14,Current,medical,25.62,2,661,666,17,0,38495,88.7,17,32733
LOAN_00004870,MEM_0004870,36131,11051, 60 months,10.9,1116.361965952944,C,< 1 year,MORTGAGE,175374,Not Verified,2016-06-22,Fully Paid,credit_card,31.26,0,817,822,26,2,36981,29.2,34,47425
LOAN_00004871,MEM_0004871,25535,6892, 36 months,16.11,1236.9198294172709,B,5 years,RENT,34408,Not Verified,2017-12-07,Fully Paid,car,24.71,3,613,618,4,2,31773,98.5,11,31213
LOAN_00004872,MEM_0004872,33528,4449, 60 months,22.43,524.3083640302264,E,10+ years,MORTGAGE,162803,Source Verified,2016-02-18,Current,major_purchase,23.86,2,684,689,10,0,12135,79.8,9,2677
LOAN_00004873,MEM_0004873,39751,39677, 36 months,17.84,492.4368929424509,C,1 year,MORTGAGE,87107,Not Verified,2017-01-03,Fully Paid,major_purchase,32.1,0,831,836,11,2,9651,67.5,47,30921
LOAN_00004874,MEM_0004874,17527,13393, 36 months,12.37,1273.8469071411366,B,< 1 year,RENT,50995,Source Verified,2018-12-11,Fully Paid,medical,3.53,2,707,712,7,1,28204,10.4,23,14099
LOAN_00004875,MEM_0004875,24853,30190, 60 months,25.97,954.689657415397,E,5 years,RENT,178442,Not Verified,2017-04-19,Current,debt_consolidation,29.69,1,602,607,3,2,22235,78.9,17,16454
LOAN_00004876,MEM_0004876,15758,35709, 60 months,19.99,475.48557094413337,C,10+ years,MORTGAGE,114280,Source Verified,2016-08-27,Fully Paid,car,35.7,3,812,817,12,1,16934,10.8,32,11425
LOAN_00004877,MEM_0004877,1244,32533, 36 months,12.56,1084.7378242505442,C,3 years,RENT,131253,Source Verified,2015-11-25,Fully Paid,credit_card,25.84,3,604,609,10,0,17947,49.8,47,49862
LOAN_00004878,MEM_0004878,4178,27141, 60 months,17.87,549.6595748380926,A,2 years,OWN,119407,Verified,2015-03-22,Fully Paid,other,27.36,2,769,774,3,1,32403,78.0,18,22021
LOAN_00004879,MEM_0004879,32831,37989, 36 months,23.45,900.5056407961509,E,1 year,MORTGAGE,116435,Verified,2018-01-27,Fully Paid,home_improvement,25.73,4,777,782,20,2,21770,12.6,11,32468
LOAN_00004880,MEM_0004880,3176,24908, 60 months,19.93,1489.3193434823122,F,3 years,RENT,151868,Not Verified,2017-10-13,Charged Off,credit_card,32.95,1,831,836,26,1,28483,89.7,35,49726
LOAN_00004881,MEM_0004881,38770,33322, 36 months,19.67,487.31184406324826,C,5 years,RENT,84346,Source Verified,2016-03-01,Current,debt_consolidation,15.87,1,807,812,29,0,23757,91.5,15,30653
LOAN_00004882,MEM_0004882,34654,15012, 36 months,24.42,1399.262701027083,C,5 years,MORTGAGE,49828,Not Verified,2018-11-10,Charged Off,car,34.33,1,662,667,7,2,11044,62.7,22,33451
LOAN_00004883,MEM_0004883,27627,35889, 60 months,18.81,514.9460007128123,C,10+ years,RENT,82552,Verified,2017-09-11,Fully Paid,home_improvement,10.8,4,698,703,15,0,26354,72.2,35,16866
LOAN_00004884,MEM_0004884,25881,18412, 60 months,7.05,833.4157213434939,B,10+ years,RENT,83191,Not Verified,2016-11-08,Current,medical,4.61,4,837,842,11,1,21854,42.5,25,40536
LOAN_00004885,MEM_0004885,36422,31614, 36 months,9.89,716.976494918608,C,< 1 year,RENT,194873,Verified,2016-04-25,Fully Paid,medical,2.46,1,729,734,14,1,2809,35.7,5,1969
LOAN_00004886,MEM_0004886,12984,25657, 36 months,16.9,1185.5813653987075,A,3 years,RENT,161521,Source Verified,2015-01-06,Current,home_improvement,3.93,3,674,679,14,2,34650,77.8,29,33540
LOAN_00004887,MEM_0004887,24776,6656, 36 months,10.51,138.58441424889247,E,5 years,OWN,186311,Source Verified,2015-01-27,Current,home_improvement,18.25,0,670,675,8,1,13909,16.0,13,21190
LOAN_00004888,MEM_0004888,18755,9967, 36 months,24.15,959.3273408995626,B,< 1 year,RENT,57553,Source Verified,2018-10-07,Charged Off,medical,23.81,2,731,736,27,0,28296,56.5,47,20183
LOAN_00004889,MEM_0004889,8135,20422, 60 months,13.11,1152.967069305793,D,2 years,OWN,73441,Source Verified,2015-07-02,Fully Paid,debt_consolidation,25.43,2,659,664,4,0,24078,50.1,22,11543
LOAN_00004890,MEM_0004890,1320,16764, 60 months,17.14,734.6100345040729,B,2 years,MORTGAGE,156579,Not Verified,2015-08-15,Fully Paid,debt_consolidation,22.58,4,637,642,4,0,12476,74.5,18,11572
LOAN_00004891,MEM_0004891,38422,16873, 60 months,19.03,202.67427947981778,B,< 1 year,MORTGAGE,176048,Source Verified,2018-03-21,Late (31-120 days),other,8.28,1,831,836,23,2,23682,84.9,41,27306
LOAN_00004892,MEM_0004892,29635,29949, 36 months,15.48,404.96726955297896,C,3 years,OWN,131892,Verified,2018-10-02,Fully Paid,other,34.63,1,735,740,5,0,27780,64.5,26,34235
LOAN_00004893,MEM_0004893,22684,3271, 60 months,12.64,1035.5249366462522,D,< 1 year,MORTGAGE,157386,Not Verified,2017-10-08,Fully Paid,medical,8.44,3,819,824,29,2,12787,93.3,19,7456
LOAN_00004894,MEM_0004894,24238,2607, 36 months,6.53,1348.3842089754569,D,10+ years,MORTGAGE,109089,Verified,2015-11-02,Fully Paid,credit_card,33.03,2,656,661,22,1,30209,43.4,29,90
LOAN_00004895,MEM_0004895,22889,20523, 36 months,16.93,661.3324801507085,B,< 1 year,MORTGAGE,33172,Verified,2015-07-04,Current,debt_consolidation,28.57,1,651,656,20,2,48338,84.3,28,9019
LOAN_00004896,MEM_0004896,31313,28990, 60 months,22.35,862.5974508634758,B,3 years,RENT,169493,Source Verified,2017-11-13,Fully Paid,debt_consolidation,14.21,2,698,703,23,2,27498,18.8,33,48742
LOAN_00004897,MEM_0004897,33535,4665, 60 months,18.72,381.15830325395,E,2 years,OWN,48176,Not Verified,2015-06-03,Fully Paid,debt_consolidation,16.88,2,673,678,8,2,21944,0.4,22,32933
LOAN_00004898,MEM_0004898,11770,17308, 36 months,12.63,647.7093053534636,D,5 years,MORTGAGE,36723,Verified,2015-07-27,Charged Off,major_purchase,32.55,1,795,800,6,1,26924,63.0,39,49952
LOAN_00004899,MEM_0004899,21426,6852, 36 months,7.55,538.3452212672127,D,2 years,RENT,58208,Source Verified,2016-06-08,Fully Paid,major_purchase,39.41,2,723,728,20,0,48402,17.8,17,24774
LOAN_00004900,MEM_0004900,8498,6462, 60 months,21.33,1000.5120445587092,B,10+ years,RENT,169020,Source Verified,2018-08-12,Current,home_improvement,9.73,2,837,842,12,2,34882,97.8,34,22738
LOAN_00004901,MEM_0004901,17395,32795, 36 months,23.83,1477.813479928911,D,3 years,MORTGAGE,70853,Not Verified,2016-04-18,Current,debt_consolidation,27.55,3,789,794,7,2,8982,6.4,11,45762
LOAN_00004902,MEM_0004902,3537,5270, 60 months,12.77,1229.290005379245,C,1 year,MORTGAGE,80073,Not Verified,2017-07-24,Fully Paid,major_purchase,2.97,4,698,703,11,1,9364,55.9,27,3788
LOAN_00004903,MEM_0004903,20226,25491, 60 months,19.57,328.63864814296846,C,3 years,RENT,158086,Source Verified,2016-08-29,Current,debt_consolidation,3.23,4,692,697,2,0,17762,87.0,13,31932
LOAN_00004904,MEM_0004904,16216,37230, 36 months,13.22,887.6339602948119,B,2 years,OWN,82868,Not Verified,2016-06-24,Current,debt_consolidation,18.04,3,676,681,9,2,34306,59.1,7,32423
LOAN_00004905,MEM_0004905,19613,1347, 36 months,15.05,146.29698667518232,A,2 years,RENT,159928,Not Verified,2017-08-08,Fully Paid,other,0.73,1,744,749,23,2,37573,48.8,39,16458
LOAN_00004906,MEM_0004906,4009,33830, 36 months,21.73,408.0274559218215,C,3 years,RENT,152952,Source Verified,2015-04-13,Fully Paid,car,36.42,2,659,664,20,2,48399,50.1,20,15814
LOAN_00004907,MEM_0004907,25368,2783, 36 months,9.67,299.7156302875661,A,3 years,OWN,100723,Not Verified,2015-07-24,Current,car,15.45,1,618,623,27,0,33068,15.5,14,21485
LOAN_00004908,MEM_0004908,30327,29390, 36 months,15.61,536.5410295772213,C,3 years,MORTGAGE,89609,Not Verified,2015-12-24,Current,home_improvement,15.25,0,650,655,23,2,9806,43.4,26,24232
LOAN_00004909,MEM_0004909,15209,9417, 60 months,9.29,1034.2802551141097,D,2 years,MORTGAGE,66429,Source Verified,2015-03-22,Charged Off,other,13.03,2,801,806,27,1,9002,93.6,12,37701
LOAN_00004910,MEM_0004910,16029,7566, 60 months,19.8,774.1203095293988,F,10+ years,MORTGAGE,160817,Source Verified,2016-08-18,Fully Paid,medical,11.95,0,626,631,16,2,33892,3.5,49,13642
LOAN_00004911,MEM_0004911,3077,18426, 60 months,17.89,1402.7184267523655,A,< 1 year,RENT,191886,Verified,2017-01-07,Fully Paid,medical,3.73,3,674,679,8,0,17352,65.1,17,36109
LOAN_00004912,MEM_0004912,14907,31750, 60 months,5.54,358.4858177803376,B,1 year,RENT,65505,Source Verified,2018-10-18,Fully Paid,car,24.3,0,742,747,19,0,41459,64.9,28,41289
LOAN_00004913,MEM_0004913,37635,11872, 36 months,19.88,578.1032620682133,C,< 1 year,MORTGAGE,168034,Verified,2016-10-02,Fully Paid,car,10.13,4,603,608,7,1,42332,92.6,49,8189
LOAN_00004914,MEM_0004914,5873,29695, 60 months,13.67,528.2862363490808,B,10+ years,RENT,94985,Not Verified,2017-05-22,Fully Paid,debt_consolidation,13.88,2,618,623,23,1,29579,11.4,19,11919
LOAN_00004915,MEM_0004915,9635,2234, 36 months,18.39,392.14725764189836,A,2 years,MORTGAGE,36145,Source Verified,2015-08-26,Current,home_improvement,13.45,2,815,820,13,0,18875,69.9,31,8607
LOAN_00004916,MEM_0004916,34065,35752, 36 months,7.83,1490.0976152330547,C,< 1 year,RENT,189656,Not Verified,2015-07-14,Fully Paid,major_purchase,13.58,3,832,837,22,0,25574,84.1,21,18820
LOAN_00004917,MEM_0004917,34783,29832, 36 months,19.72,611.4770408924289,C,3 years,RENT,91933,Source Verified,2015-04-04,Charged Off,other,35.18,2,663,668,8,0,27051,11.1,6,7459
LOAN_00004918,MEM_0004918,35152,18978, 36 months,17.91,1413.7380217244176,E,5 years,MORTGAGE,139375,Source Verified,2015-01-20,Current,other,18.84,3,756,761,15,2,22783,27.4,41,7462
LOAN_00004919,MEM_0004919,30092,23641, 36 months,32.42,616.1865370868347,G,3 years,RENT,99697,Source Verified,2015-10-11,Fully Paid,credit_card,20.4,2,603,608,3,1,38855,56.6,32,20132
LOAN_00004920,MEM_0004920,18653,28127, 60 months,23.22,345.93293417395836,D,1 year,MORTGAGE,171510,Verified,2018-09-20,Charged Off,car,31.36,0,732,737,7,2,28539,0.7,29,39830
LOAN_00004921,MEM_0004921,33463,35720, 36 months,13.67,222.84917948993115,B,3 years,MORTGAGE,125910,Source Verified,2018-08-18,Fully Paid,home_improvement,12.32,2,627,632,25,0,12160,10.2,42,3864
LOAN_00004922,MEM_0004922,35028,19079, 36 months,8.55,1290.5666301044823,D,5 years,MORTGAGE,34839,Source Verified,2015-12-16,Charged Off,debt_consolidation,30.42,3,604,609,23,1,45161,4.8,34,29077
LOAN_00004923,MEM_0004923,21947,18338, 60 months,18.11,96.54157870336346,C,2 years,MORTGAGE,128675,Verified,2016-11-04,Fully Paid,medical,7.22,0,759,764,13,0,45102,0.3,14,28606
LOAN_00004924,MEM_0004924,30978,4291, 60 months,20.06,1448.372153091958,C,< 1 year,OWN,117867,Source Verified,2017-01-02,Fully Paid,major_purchase,28.33,3,637,642,5,1,41638,57.9,10,21483
LOAN_00004925,MEM_0004925,23056,9548, 60 months,10.55,656.3772570890452,F,3 years,OWN,48743,Verified,2017-06-15,Fully Paid,home_improvement,5.75,4,704,709,23,1,27912,51.8,46,36775
LOAN_00004926,MEM_0004926,30007,34736, 36 months,7.45,408.69280907231786,D,10+ years,RENT,172711,Not Verified,2018-06-27,Fully Paid,car,27.56,0,687,692,16,1,28825,47.4,36,37372
LOAN_00004927,MEM_0004927,6543,29022, 36 months,19.69,945.2968917122756,D,< 1 year,MORTGAGE,186544,Verified,2016-07-03,Current,medical,18.75,4,612,617,6,2,2512,97.1,46,27622
LOAN_00004928,MEM_0004928,22067,5234, 36 months,23.24,242.72383816247017,A,1 year,MORTGAGE,168593,Not Verified,2015-07-10,Late (31-120 days),home_improvement,2.61,3,716,721,19,2,48381,55.1,14,38281
LOAN_00004929,MEM_0004929,26097,27720, 36 months,26.13,154.61108167121586,E,10+ years,OWN,142168,Source Verified,2017-02-02,Fully Paid,credit_card,24.04,4,626,631,2,0,24845,95.1,13,13302
LOAN_00004930,MEM_0004930,4809,14368, 60 months,8.03,1250.285860268872,D,10+ years,RENT,97682,Verified,2016-12-02,Current,home_improvement,27.66,2,705,710,28,1,17852,60.0,35,19872
LOAN_00004931,MEM_0004931,23191,9734, 60 months,12.69,665.7726232067238,B,< 1 year,MORTGAGE,44752,Not Verified,2016-01-10,Fully Paid,car,8.08,0,782,787,10,1,8374,63.7,21,44084
LOAN_00004932,MEM_0004932,22267,34793, 60 months,5.86,801.4696225515714,B,1 year,MORTGAGE,117428,Not Verified,2015-08-22,Charged Off,credit_card,37.41,0,745,750,19,1,37658,11.1,47,41244
